,Crop_OpenAg,County,ACRES,Neighboring Counties,usda crop,price_2020,yield_2020
402,Orchards,Riverside,16278.9656162,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Peaches Unspecified,6765.63,2.29
403,Orchards,Sacramento,6623.45004644,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
404,Orchards,San Benito,1012.51606011,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",Apples All,279.91,13.45
405,Orchards,San Bernardino,1145.16343856,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Apples All,4739.03,1.7
406,Orchards,San Diego,16576.85159402,"['Riverside', 'Orange', 'Imperial']",Apples All,2166.01,1.71
407,Orchards,San Joaquin,22201.81940899,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Cherries Sweet,3277.89,2.86
408,Orchards,San Luis Obispo,4336.99517783,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",,,
409,Orchards,San Mateo,31.29063625,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']",,,
410,Orchards,Santa Barbara,6872.30153909,"['Ventura', 'Kern', 'San Luis Obispo']",,,
411,Orchards,Santa Clara,1700.93344752,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",Cherries Sweet,2243.12,2.9
412,Orchards,Santa Cruz,1994.99284198,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']",Apples All,348.6,15.52
413,Orchards,Shasta,111.80264111,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",,,
414,Orchards,Siskiyou,50.68077249,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']",Apples All,,
415,Orchards,Solano,2375.62189886,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Plums Dried (Prunes),1369.78,2.15
416,Orchards,Sonoma,1826.94532212,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",Apples All,472.66,3.79
417,Orchards,Stanislaus,9264.3135744,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Cherries Sweet,3789.99,2.4
418,Orchards,Sutter,22425.13358032,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Plums Dried (Prunes),1705.68,1.16
419,Orchards,Tehama,6094.21706139,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Plums Dried (Prunes),1693.97,1.64
420,Orchards,Trinity,8.60216633,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']",,,
421,Orchards,Tulare,36554.40561,"['Kings', 'Inyo', 'Kern', 'Fresno']",Nectarines,1300.0,7.08
422,Orchards,Tuolumne,158.91330923,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']",,,
423,Orchards,Ventura,20485.61182516,"['Santa Barbara', 'Los Angeles', 'Kern']",,,
424,Orchards,Yolo,3258.8474959,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Plums Dried (Prunes),1750.0,2.13
425,Orchards,Yuba,10209.19771764,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",Plums Dried (Prunes),1867.52,1.7
426,Pistachios,Alameda,118.26135593,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']",,,
427,Pistachios,Butte,777.44513694,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",Pistachios,4216.5,1.34
428,Pistachios,Calaveras,22.2945387,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']",,,
429,Pistachios,Colusa,2947.05839335,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",,,
430,Pistachios,Contra Costa,35.57352475,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",,,
431,Pistachios,Fresno,141561.38009789,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Pistachios,4027.0,1.43
432,Pistachios,Glenn,2073.22139863,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Pistachios,4154.65,0.84
433,Pistachios,Kern,145653.0857913,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Pistachios,4607.52,1.44
434,Pistachios,Kings,50589.94860307,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",Pistachios,3971.24,1.64
435,Pistachios,Los Angeles,22.54432163,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
436,Pistachios,Madera,53563.1859198,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Pistachios,4191.03,1.43
437,Pistachios,Merced,18256.15588456,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Pistachios,4323.84,0.93
438,Pistachios,Placer,21.1193196,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",,,
439,Pistachios,Sacramento,380.40494555,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
440,Pistachios,San Bernardino,965.74050359,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Pistachios,7224.49,0.14
441,Pistachios,San Joaquin,366.71174649,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Pistachios,4200.0,1.04
442,Pistachios,San Luis Obispo,530.6616890399999,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",,,
443,Pistachios,Santa Barbara,744.53025209,"['Ventura', 'Kern', 'San Luis Obispo']",,,
444,Pistachios,Solano,402.70771862,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",,,
445,Pistachios,Stanislaus,1267.90001711,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Pistachios,,
446,Pistachios,Sutter,128.04811647,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",,,
447,Pistachios,Tehama,632.02933933,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Pistachios,,
448,Pistachios,Tulare,71481.36632427,"['Kings', 'Inyo', 'Kern', 'Fresno']",Pistachios,4510.0,1.26
449,Pistachios,Yolo,5630.05952635,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Pistachios,4510.0,0.63
450,Pistachios,Yuba,3.39294085,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
451,Potatoes,Fresno,217.89360903,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",,,
452,Potatoes,Imperial,724.33651533,"['San Diego', 'Riverside']",Potatoes All,,
453,Potatoes,Kern,18679.28051606,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Potatoes All,364.92,23.48
454,Potatoes,Los Angeles,1830.79259641,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
455,Potatoes,Merced,15201.59771652,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Potatoes Sweet,1026.22,15.56
456,Potatoes,Modoc,2798.6445788,"['Lassen', 'Shasta', 'Siskiyou']",Potatoes All,172.9,23.74
457,Potatoes,Riverside,337.18186687,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Potatoes All,263.27,17.03
458,Potatoes,Sacramento,218.72303972,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
459,Potatoes,San Joaquin,1720.48975815,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",,,
460,Potatoes,San Luis Obispo,532.7921137200001,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",,,
461,Potatoes,Santa Barbara,249.17888138,"['Ventura', 'Kern', 'San Luis Obispo']",,,
462,Potatoes,Siskiyou,3743.61698273,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']",Potatoes All,178.7,22.87
463,Potatoes,Stanislaus,1848.24716899,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Potatoes Sweet,540.0,18.21
464,Potatoes,Tulare,398.44541849,"['Kings', 'Inyo', 'Kern', 'Fresno']",,,
465,Rice,Butte,100258.82222584,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",Rice Milling,420.42,4.4
466,Rice,Colusa,124782.48295441,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Rice Milling,431.78,5.26
467,Rice,Fresno,1708.25876676,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",,,
468,Rice,Glenn,77153.95451393,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Rice Milling,383.14,4.86
469,Rice,Lake,311.61359868,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",,,
470,Rice,Lassen,1612.28911093,"['Sierra', 'Shasta', 'Modoc', 'Plumas']",,,
471,Rice,Merced,1462.32010544,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",,,
472,Rice,Modoc,2348.14732085,"['Lassen', 'Shasta', 'Siskiyou']",,,
473,Rice,Placer,12340.31508069,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",Rice Milling,390.18,4.59
474,Rice,Sacramento,8613.96438881,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",Rice Milling,394.07,4.4
475,Rice,San Joaquin,4199.98349388,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Rice Milling,400.41,4.39
476,Rice,Shasta,4987.20971867,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",,,
477,Rice,Stanislaus,392.68813188,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",,,
478,Rice,Sutter,109958.33477191,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Rice Milling,413.32,4.19
479,Rice,Tehama,212.31811717,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",,,
480,Rice,Yolo,36389.62068565,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Rice Milling,431.0,4.16
481,Rice,Yuba,36989.14137399,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",Rice Milling,461.14,4.29
482,Safflower,Butte,173.33008581,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
483,Safflower,Colusa,804.58480681,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Safflower,414.01,0.6
484,Safflower,Contra Costa,681.5441385500001,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",,,
485,Safflower,Fresno,145.83005061,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",,,
486,Safflower,Glenn,655.90886714,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",,,
487,Safflower,Imperial,32.80834473,"['San Diego', 'Riverside']",,,
488,Safflower,Kern,738.84395034,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",,,
489,Safflower,Kings,12379.65608014,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",,,
490,Safflower,Riverside,346.51759381,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",,,
491,Safflower,Sacramento,2645.77549651,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",Safflower,458.76,1.0
492,Safflower,San Joaquin,2904.37046507,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Safflower,469.79,1.46
493,Safflower,San Luis Obispo,1738.5914344,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",,,
494,Safflower,Solano,2949.65739202,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Safflower,449.09,1.16
495,Safflower,Sutter,2815.60618336,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Safflower,438.92,1.0
496,Safflower,Tehama,407.57623994,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",,,
497,Safflower,Tulare,183.54727915,"['Kings', 'Inyo', 'Kern', 'Fresno']",,,
498,Safflower,Yolo,7762.79767275,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Safflower,453.0,1.03
499,Safflower,Yuba,91.32003134,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
500,Subtropical,Alameda,176.94580732,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']",,,
501,Subtropical,Amador,31.42464007,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']",,,
502,Subtropical,Butte,4009.12347829,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",Olives,761.23,2.99
503,Subtropical,Calaveras,237.35129294,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']",Olives,1325.0,0.1
504,Subtropical,Colusa,431.34416402,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Olives,747.93,4.12
505,Subtropical,Contra Costa,189.22259496,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",Olives,1046.48,2.72
506,Subtropical,El Dorado,52.17106741,"['Sacramento', 'Placer', 'Alpine', 'Amador']",Olives,,
507,Subtropical,Fresno,52715.51701108,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Oranges Navel,595.06,17.27
508,Subtropical,Glenn,8659.59137097,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Olives,924.79,4.52
509,Subtropical,Humboldt,0.527154,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']",,,
510,Subtropical,Imperial,8057.49512488,"['San Diego', 'Riverside']",Lemons All,632.71,17.52
511,Subtropical,Kern,62945.11711756,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Oranges Navel,788.45,18.63
512,Subtropical,Kings,1710.27348211,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",,,
513,Subtropical,Lake,77.8831014,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",Olives,,
514,Subtropical,Los Angeles,116.38752973,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
515,Subtropical,Madera,7560.07923242,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Olives,916.23,2.85
516,Subtropical,Marin,68.45508869,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']",,,
517,Subtropical,Mariposa,43.46586116,"['Tuolumne', 'Madera', 'Merced', 'Stanislaus']",,,
518,Subtropical,Mendocino,119.2893349,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']",,,
519,Subtropical,Merced,378.16849381,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Olives,,
520,Subtropical,Monterey,1459.84648004,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",Lemons All,1080.0,25.0
521,Subtropical,Napa,207.80591526,"['Sonoma', 'Solano', 'Yolo', 'Lake']",Olives,2829.27,0.85
522,Subtropical,Nevada,3.93680981,"['Sierra', 'Placer', 'Yuba']",,,
523,Subtropical,Orange,437.08426438,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']",,,
524,Subtropical,Placer,270.82231692,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",Olives,,
525,Subtropical,Riverside,16459.10433829,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Lemons All,918.98,9.15
526,Subtropical,Sacramento,1078.58964156,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
527,Subtropical,San Benito,238.243611,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",,,
528,Subtropical,San Bernardino,2938.55908554,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Oranges Navel,1486.38,8.56
529,Subtropical,San Diego,8667.35905894,"['Riverside', 'Orange', 'Imperial']",Lemons All,1082.32,22.48
530,Subtropical,San Joaquin,4642.84021298,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Olives,795.71,4.72
531,Subtropical,San Luis Obispo,3626.07949061,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",Lemons All,583.44,17.14
532,Subtropical,San Mateo,9.94275414,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']",,,
533,Subtropical,Santa Barbara,2122.05740518,"['Ventura', 'Kern', 'San Luis Obispo']",Lemons All,370.36,16.91
534,Subtropical,Santa Clara,94.30215563,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",,,
535,Subtropical,Santa Cruz,19.11422919,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']",,,
536,Subtropical,Shasta,647.21226525,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",,,
537,Subtropical,Solano,351.28752195,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Olives,3942.77,1.15
538,Subtropical,Sonoma,390.14392819,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",,,
539,Subtropical,Stanislaus,1296.73015348,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Olives,,
540,Subtropical,Sutter,1089.62884585,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Olives,617.28,0.69
541,Subtropical,Tehama,8787.46328273,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Olives,956.68,2.19
542,Subtropical,Tulare,135428.89691679,"['Kings', 'Inyo', 'Kern', 'Fresno']",Oranges Navel,526.4,22.09
543,Subtropical,Tuolumne,6.81922368,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']",,,
544,Subtropical,Ventura,24373.09220584,"['Santa Barbara', 'Los Angeles', 'Kern']",Lemons All,632.13,20.12
545,Subtropical,Yolo,4275.8645064,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Olives,720.0,3.87
546,Subtropical,Yuba,1656.92061105,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
547,Sunflowers,Butte,150.71727963,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
548,Sunflowers,Colusa,6597.38588325,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Sunflower Seed Planting,2873.42,0.78
549,Sunflowers,Glenn,3221.97450195,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Sunflower Seed Planting,2414.98,0.5
550,Sunflowers,Imperial,1062.63000945,"['San Diego', 'Riverside']",,,
551,Sunflowers,Sacramento,127.48558102,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
552,Sunflowers,San Benito,99.39933485,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",,,
553,Sunflowers,San Joaquin,316.27282796,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",,,
554,Sunflowers,Santa Clara,85.06879426,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",,,
555,Sunflowers,Solano,6422.25975649,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Sunflower Seed Planting,1981.47,0.8
556,Sunflowers,Sutter,8506.54820814,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Sunflower Seed Planting,2558.62,0.63
557,Sunflowers,Tehama,62.57173374,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",,,
558,Sunflowers,Yolo,18504.15075354,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Sunflower Seed Planting,,
559,Sunflowers,Yuba,237.67432311,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
560,Tomatoes,Butte,557.05519524,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
561,Tomatoes,Colusa,12283.85225158,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Tomatoes Processing,77.04,51.18
562,Tomatoes,Contra Costa,2763.85586112,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",Tomatoes Unspecified,,
563,Tomatoes,Fresno,71171.0438353,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Tomatoes Processing,75.0,52.5
564,Tomatoes,Glenn,679.90341812,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Tomatoes Processing,78.0,43.08
565,Tomatoes,Kern,6903.8084862,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Tomatoes Processing,78.44,57.99
566,Tomatoes,Kings,26109.35423438,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",Tomatoes Processing,79.18,53.82
567,Tomatoes,Madera,3207.24755627,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Tomatoes Processing,76.02,52.35
568,Tomatoes,Merced,26220.06459881,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Tomatoes Processing,176.14199463627222,41.337207509218906
569,Tomatoes,Orange,61.80249876,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']",Tomatoes Unspecified,,
570,Tomatoes,Riverside,215.46808366,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Tomatoes Unspecified,,
571,Tomatoes,Sacramento,1541.27378053,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",Tomatoes Processing,113.85,27.96
572,Tomatoes,San Benito,641.20190789,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",Tomatoes Fresh Market,,
573,Tomatoes,San Diego,543.57659331,"['Riverside', 'Orange', 'Imperial']",,,
574,Tomatoes,San Joaquin,15032.43130774,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Tomatoes Processing,91.4380412371134,44.17319587628866
575,Tomatoes,Santa Barbara,27.49076168,"['Ventura', 'Kern', 'San Luis Obispo']",,,
576,Tomatoes,Santa Clara,1070.13320399,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",,452.76958920907424,29.979233599019008
577,Tomatoes,Solano,9805.50400283,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Tomatoes Processing,77.55,50.88
578,Tomatoes,Stanislaus,6253.530429,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",,,
579,Tomatoes,Sutter,11354.87153683,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Tomatoes Processing,77.98,51.43
580,Tomatoes,Tulare,759.26723673,"['Kings', 'Inyo', 'Kern', 'Fresno']",,,
581,Tomatoes,Ventura,25.24296742,"['Santa Barbara', 'Los Angeles', 'Kern']",Tomatoes Unspecified,,
582,Tomatoes,Yolo,30615.43908874,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Tomatoes Processing,77.0,53.91
583,Truck,Alameda,76.34431430000001,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']",,,
584,Truck,Amador,4.82543776,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']",,,
585,Truck,Butte,218.80837692,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
586,Truck,Calaveras,12.87740824,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']",,,
587,Truck,Colusa,220.77512439,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",,,
588,Truck,Contra Costa,136.54403437,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",,,
589,Truck,Del Norte,40.35348323,"['Humboldt', 'Siskiyou']",,,
590,Truck,El Dorado,51.80432541,"['Sacramento', 'Placer', 'Alpine', 'Amador']",,,
591,Truck,Fresno,13623.28432983,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Peppers Bell,765.02,18.85
592,Truck,Glenn,150.51984355,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",,,
593,Truck,Humboldt,263.67842305,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']",,,
594,Truck,Imperial,14435.17191528,"['San Diego', 'Riverside']",Broccoli Fresh Market,1867.19,3.92
595,Truck,Kern,24932.10688251,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Peppers Bell,1894.62,23.97
596,Truck,Kings,2553.57948285,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",,,
597,Truck,Lake,29.63638043,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",,,
598,Truck,Lassen,17.76064128,"['Sierra', 'Shasta', 'Modoc', 'Plumas']",,,
599,Truck,Los Angeles,1097.63874677,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
600,Truck,Madera,320.696243,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",,,
601,Truck,Marin,134.11704712,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']",,,
602,Truck,Mendocino,70.38195947,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']",,,
603,Truck,Merced,3026.08203125,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",,,
